name,rarity,description,type
Gladiator Beast Dimacari,Common,If this card was Special Summoned by the effect of a Gladiator Beast monster it can attack twice during each Battle Phase. At the phase of the Battle Phase if this card attacks or was attacked you can return it to the Deck to Special Summon 1 Gladiator Beast monster from your Deck except Gladiator Beast Dimacari.,Monster
Gladiator Beast Secutor,Common,If this card was Special Summoned by the effect of a Gladiator Beast monster at the phase of the Battle Phase if this card attacks or was attacked you can return it to the Deck to Special Summon 2 Gladiator Beast monsters from your Deck except Gladiator Beast Secutor.,Monster
Test Ape,Common,When this card is destroyed by battle and sent to the Graveyard you can Special Summon 1 Level 4 or lower Gladiator Beast monster from your Deck.,Monster
Witch Doctor of Sparta,Common,Inflict 500 damage to your opponent each time a monster(s) is Special Summoned from either players Deck.,Monster
Infinity Dark,Common,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? When this card declares an attack you can change the battle position of 1 face-up monster your opponent controls.",Monster
Magical Reflect Slime,Common,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? Your opponent takes all Battle Damage that you would have taken from a battle involving this card.",Monster
Ancient Gear Knight,Common,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? If this card attacks your opponent cannot activate Spell or Trap Cards until the end of the Damage Step.",Monster
Goblin Black Ops,Rare,This card can attack your opponent directly. If this card attacks it is changed to Defense Position at the end of the Battle Phase. This cards Battle Position cannot be changed until the end of your next turn except with a card effect.,Monster
Gambler of Legend,Common,"Once per turn you can toss a coin 3 times and apply the appropriate effect:
? 3 Heads: Destroy all monsters your opponent controls.
? 2 Heads: Discard 1 random card from your opponents hand.
? 1 Head: Destroy 1 card you control.
? 3 Tails: Discard your entire hand.",Monster
Enishi Shiens Chancellor,Ultra Rare,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 Six Samurai monsters from your Graveyard. Once per turn you can destroy 1 face-up monster on the field. If you activate this effect this card cannot attack this turn.,Monster
Spirit of the Six Samurai,Common,Once per turn you can equip this card to a Six Samurai monster you control OR unequip it to Special Summon this card in face-up Attack Position. When equipped to a Monster by this cards effect that Monsters gains 500 ATK and DEF. When the equipped monster destroys an opponents monster in battle draw 1 card. (A Monster can only be equipped with 1 Union Monster at a time. If the Monster that this card is equipped to is destroyed this card is destroyed instead.),Monster
Alien Telepath,Rare,Once per turn you can remove 1 A-Counter from an opponents monster to destroy 1 Spell or Trap Card (If a monster with an A-Counter battles an Alien monster it loses 300 ATK and DEF for each A-Counter during damage calculation only.),Monster
Alien Hypno,Common,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? During your Main Phase you can select 1 monster your opponent controls with an A-Counter(s) and take control of it while this card is on the field. During each of your  End Phases remove 1 A-Counter from each controlled monster. If all A-Counters are removed from one of these monsters destroy it.",Monster
Elemental Hero Chaos Neos,Secret Rare,"Elemental Hero Neos + Neo-Spacian Dark Panther + Neo-Spacian Glow Moss
This card can only be Special Summoned from your Fusion Deck by returning the above cards you control to your Deck (You do not use Polymerization). During the End Phase return this card to the Fusion Deck then Set all face-up monsters currently on the field. Once per turn you can toss a coin 3 times and apply the appropriate effect: 
? 3 Heads: Destroy all monsters your opponent controls. 
? 2 Heads: This turn the effects of all face-up monsters your opponent controls are negated. 
? 1 Head: Return all monsters you control to their owners hand.",Monster
Elemental Hero Plasma Vice,Secret Rare,"Elemental Hero Sparkman + Elemental Hero Bladedge
This monster cannot be Special Summoned except by Fusion Summon. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card inflict the difference as Battle Damage to your opponent. By discarding 1 card from your hand destroy 1 monster in Attack Position your opponent controls.",Monster
Evil Hero Inferno Wing,Ultra Rare,"Elemental Hero Avian + Elemental Hero Burstinatrix
This card can only be Special Summoned from the Fusion Deck. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card inflict the difference as Battle Damage to your opponent. When this card destroys a monster by battle and sends it to the Graveyard inflict damage to your opponent equal to the ATK or DEF of the destroyed monster whichever is higher.",Monster
Evil Hero Lightning Golem,Ultra Rare,"Elemental Hero Sparkman + Elemental Hero Clayman
This card cannot be Special Summoned except by the effect of Dark Fusion. Once per turn during your Main Phase you can destroy 1 monster your opponent controls.",Monster
Evil Hero Dark Gaia,Rare,"1 Fiend-Type Monster + 1 Rock-Type Monster
This monster cannot be Special Summoned except with Dark Fusion. The original ATK  of this card is equal to the combined ATK of the Fusion Material Monster used to Fusion Summon it. When this card declares an attack change all Defense Position monsters your opponent controls to face-up Attack Position. (Flip effects are not activated at this time.)",Monster
Super Vehicroid - Stealth Union,Secret Rare,"Truckroid + Expressroid + Drillroid + Stealthroid
When this card attacks its original ATK is halved until the end of the Damage Step. During a battle between this attacking card and a Defense Position monster whose DEF is lower then the ATK of this card inflict the difference as Battle Damage to your opponent. Once per turn you can select 1 monster you control except a Machine-Type monster and equip it to this card. When equipped with a monster by this effect this card can attack all monsters your opponent controls once each.",Monster
Superalloy Beast Raptinus,Common,"1 Gemini Monster + 1 Gemini Monster
All Gemini Monsters on the field are treated as Effect Monsters and gain their effects.",Monster
Gladiator Beast Gaiodiaz,Rare,"Gladiator Beast Spartacus + 1 Gladiator Beast monster
This card can only be Special Summoned from the Fusion Deck by returning the above cards you control to the Deck (You do not use Polymerization). When this card destroys a monster by battle and sends it to the Graveyard inflict damage to your opponent equal to the DEF of the destroyed monster. At the phase of the Battle Phase if this card attacks or was attacked you can return it to the Fusion Deck to Special Summon 2 Gladiator Beast monsters  from your Deck except Gladiator Beast Spartacus.",Monster
Gladiator Beast Heraklinos,Secret Rare,"Gladiator Beast Laquari + 2 Gladiator Beast monsters
This card can only be Special Summoned from your fusion deck by returning the above cards you control to the Deck (You do not use Polymerization). You can discard 1 card from your hand to negate the activation of a Spell or Trap Card and destroy it. You can use this effect during either players turn.",Monster
Contact Out,Common,Return 1 Neos Fusion Monster you control to the Fusion Deck. If all the Fusion Material Monsters listed on that Fusion Monster are in your Deck you can Special Summon them.,Spell
Swing of Memories,Common,Special Summon 1 Normal Monster from your Graveyard. It is destroyed during the End Phase of this turn.,Spell
