name,rarity,description,type
Have You Seen Baggins?,,When Revealed: Attach to a hero. (Counts as a Condition attachment with the text: “Limit 1 per hero. Forced: After a player fails a Hide test. discard attached hero.”) ,Treachery
A Knife in the Dark,Unique,"The Lord of the Rings Part 2 
You are playing Campaign Mode.
Resolution: Starting with the first player. each player may choose one of the following boon cards and attach it to a hero he controls: Tireless Ranger. Skilled Healer. Valiant Warrior. Noble Hero. The chosen cards have been earned by the players. ",Campaign
The Prancing Pony,Unique,"Response: After the players travel here. the first player puts 1 ally into play from his hand.
Forced: After The Prancing Pony leaves play. discard cards from the top of the encounter deck until X enemies have been discarded. X is the number of players in the game. Put each enemy discarded by this effect into play engaged with the first player.",Location
Weathertop,Unique,"Immune to player card effects.
While Weathertop is in the victory display. each enemy in play gets –1 [Threat].
Travel: The first player must exhaust The One Ring to travel here.",Location
Chetwood,,"While Chetwood is in the staging area. Spy enemies get +1 [Threat] and +1 [Attack]. 
Shadow: Defending player discards 1 random card from his hand.",Location
Midgewater,Unique,"While Midgewater is the active location. enemies cannot attack. take damage. or be engaged.
Forced: After Midgewater becomes the active location. return each engaged enemy in play to the staging area.",Location
Weather Hills,,"Response: After the players travel here. place 1 non-unique enemy in play facedown under this location. While an enemy is under this location. it is out of play.
Forced: After this location leaves play. return each enemy under it to the staging area face-up.",Location
Rider of Mordor,,"Cannot have non-Morgul attachments.
While Rider of Mordor is engaged with a player. characters that player controls get -1 [Willpower].
While The One Ring is exhausted. Rider of Mordor gets -10 engagement cost. ",Enemy
Bill Ferny,Unique,"Players cannot optionally engage Bill Ferny.
Forced: At the beginning of the staging step. either shuffle 1 out of play Ringwraith into the encounter deck or each player raises his threat by 1 for each non-[Fellowship] hero he committed to the quest. ",Enemy
Shady Bree-lander,,"While The One Ring is exhausted. Shady Bree-lander gains: ""Cannot be optionally engaged.""",Enemy
Squint-eyed Southerner,,When Revealed: You must either shuffle an out of play Ringwraith into the encounter deck or reveal an additional encounter card. ,Enemy
Unwanted Attention,,When Revealed: You must either remove 2 heroes you control from the quest or shuffle an out of play Ringwraith into the encounter deck.,Treachery
Black Breath,,"When Revealed: Attach to a hero you control. (Counts as a Condition attachment with the text: ""Limit 1 per hero. Reduce attached heros [Willpower]. [Attack]. and [Defense] to 0."") ",Treachery
Flight to the Ford,,"The Lord of the Rings Part 3 
You are playing Campaign Mode.
Response: After an enemy is declared as an attacker. shuffle the top card of the burden deck into the encounter deck to cancel that attack. (Any player may trigger this ability.)

Resolution: Add each burden card in play. in the encounter deck. and in the discard pile to the Campaign Pool. The added cards have been earned by the players. ",Campaign
An Evil Wound,,"Attach to the Ring-bearer. Attached hero cannot be healed.
When attached hero would take any amount of damage. reduce the Ring-bearers life by an equal amount instead.
If the Ring-bearer’s life reaches zero. the players lose the game. ",Objective
The Last Bridge,Unique,"Immune to player card effects.
X is the number of players in the game.
Travel: The first player must reveal the top card of the burden deck and resolve that card as if it were just revealed from the encounter deck to travel here.",Location
Ford of Bruinen,Unique,"Immune to player card effects.
Response: After Ford of Bruinen leaves play as an explored location. all engaged enemies are discarded.
Travel: The first player must reveal the top card of the encounter deck to travel here.",Location
The Trolls Camp,Unique,While The Troll’s Camp is the active location. each hero gets +1 [Willpower]. +1 [Attack] and +1 [Defense]. ,Location
Ettenmoors,,"While Ettenmoors is the active location. do not deal Nazgul enemies a shadow card during the combat phase.
Forced: After any amount of progress is placed on Ettenmoors. reduce the Ring-bearers life by 1.",Location
The Old Road,,Action: Place the top card of the burden deck on top of the encounter deck to place 4 progress on The Old Road. (Use this action only if you are playing campaign mode.) ,Location
Fel Rider,,"Cannot have non-Morgul attachments.
While Fell Rider is in the staging area. it gains: ""Forced: At the beginning of the encounter phase. the first player must either reduce the Ring-bearerslife by 1 or engage Fell Rider."" ",Enemy
Stricken Dumb,,When Revealed: You must either shuffle the top card of the burden deck into the encounter deck and reveal an additional encounter card. or raise each players threat by 3 and immediately end the quest phase (do not resolve the quest).,Treachery
The Enemy is Upon Us!,,When Revealed: Each engaged enemy makes an immediate attack. If no attack is made this way. The Enemy is Upon Us! gains surge.,Treachery
Pain Assailed Him,,When Revealed: Reduce the Ring-bearers life by 1. Then. reduce the Ring-bearers [Willpower]. [Attack]. and [Defense] to 0 until the end of the round.,Treachery
The Nine are Abroad,,When Revealed: Treat the text box of each character in play as blank (except for Traits) until the end of the round. If there is a Nazgul enemy in the staging area. The Nine are Abroad gains surge. ,Treachery
The Witch-king,Unique,"Immune to player card effects.
The Witch-king gets -30 engagement cost while The One Ring is exhausted.
Characters with 1 [Willpower] or less cannot defend attacks made by The Witch-king. ",Enemy
Ringwraith,,"Cannot have non-Morgul attachments. 
Forced: When Ringwraith attacks. deal it an additional shadow card if The One Ring is exhausted.",Enemy
Pale Blade,,"When Revealed: Attach to a Nazgul enemy in play. if able. (Counts as a Weapon attachment with the text: ""Limit 1 per enemy. Attached enemy gets +1 [Attack] and cannot take non-combat damage."") ",Treachery
Power in their Terror,,When Revealed: Each ally gets –1 [Willpower] until the end of the round. Deal 2 damage to each ally with 0 [Willpower]. ,Treachery
Pathless Country,,Pathless Country gets +4 quest points while in the staging area.,Location
Piercing Cry,,When Revealed: Search the encounter deck and discard pile for a Nazgulenemy. Either add it to the staging area or put it into play engaged with the first player. Shuffle the encounter deck. ,Treachery
Black Steed,,"When Revealed: Attach to a Nazgul enemy in play. if able. (Counts as a Mount attachment with the text: ""Limit 1 per enemy. Attached enemy gets -10 engagement cost and gains: Forced: At the end of the refresh phase. return attached enemy to the staging area."") ",Treachery
Rode Like a Gale,,When Revealed: Return each engaged Nazgul enemy to the staging area. If no enemies were returned to the staging area by this effect. Rode Like a Gale gains surge. ,Treachery
Lure of the Ring,,When Revealed: The first player must either exhaust The One Ring or raise his threat by 3.,Treachery
Gildor Inglorion,Unique,"The first player gains control of Gildor Inglorian.
Forced: At the end of the round. discard Gildor Inglorian. The first player may spend 1 [Fellowship] resource to cancel this effect. ",Objective - Ally
Gandalfs Delay,,Setup: Add Gandalf’s Delay to the staging area. Each player draws 1 less card in his starting hand.,Objective
The Ring Draws Them,,When Revealed: At the end of the phase. each enemy in the staging area engages the first player. If The One Ring is exhausted. this effect cannot be canceled.,Treachery
Weight of the Ring,,"When Revealed: Attach to the Ring-bearer. (Counts as a Condition attachment with the text: ""Forced: At the beginning of each quest phase. either exhaust The One Ring or reveal an additional encounter card this phase."")",Treachery
Fear of Discovery,,When Revealed: The first player must either exhaust the Ring-bearer or reveal an additional encounter card. ,Treachery
Eaten Alive,,When Revealed: The first player must deal X damage divided among heroes he controls where X is the number of players in the game.,Treachery
Panicked!,,When Revealed: The first player raises his threat by 3 and passes the first player token to the next player.,Treachery
