Card Name,Cost,Rarity,Description,Type,ImageID
Inferno Hammer,0,Super Rare,"When this card destroys your opponents monster and sends it to the Graveyard as a result of battle, you can select 1 face-up monster on your opponents side of the field and flip it into face-down Defense Position",Monster,
Teva,0,Super Rare,"When this card is Tribute Summoned successfully, your opponent cannot declare an attack during his/her next turn.",Monster,
Satellite Cannon,0,Ultra Rare,"This card cannot be destroyed by battle with a level 7 or lower monster. During each of your End Phases, this card gains 1000 ATK. If this card attacks, its ATK is returned to 0 after Damage Calculation.",Monster,
Thunder Kid,0,Common,This monster stores electricity within its body and can unleash it with catastrophic power.,Monster,
Magical Stone Excavation,0,Ultra Rare,Discard 2 cards. Add 1 Spell Card from your Graveyard to your hand.,Spell,
Happy Lover,0,Common,Enemies become overjoyed when struck by the Heart Ray emitted from the forehead of this tiny cherub.,Monster,
Magicians Unite,0,Ultra Rare,Activate only if you control 2 or more face-up attack-position Spellcaster-type monsters; select 1 of them. The ATK of the selected monster becomes 3000 until the end of this turn. Spellcaster-type monster(s) you control cannot attack this turn except the selected monster.,Spell,
Fairy Dragon,0,Common,This beautiful Dragon Spirit harbours hidden strength.,Monster,
Total Defense Shogun,0,Secret Rare,"This card is changed to Defense Position when it is Normal Summoned or Flip Summoned successfully. This card can attack while it is in Defense Position. If this card attacks while in Defense Position, apply the ATK of this card for damage calculations.",Monster,
Blade Knight,0,Secret Rare,"If you have 1 or less cards in your hand, the ATK of this card on the field is increased by 400 points. Also, if this card is the only monster on your side of the field, negate the effects of Flip Effect Monsters destroyed by this card as a result of battle.",Monster,
Command Knight,0,Secret Rare,"As long as at least 1 other monster exists on your side of the field, your opponent cannot select this card as an attack target. Also, as long as this card remains face-up on the field, increase the ATK of all your Warrior-Type monsters by 400 points.",Monster,
Swift Gaia the Fierce Knight,0,Secret Rare,"If this is the only card in your hand, you can Summon this card in face-up Attack Position without offering monsters as Tributes. This is treated as a Normal Summon.",Monster,
Insect Queen,0,Secret Rare,"You cannot declare an attack with this card without Tributing 1 monster  on your side of the field. Increase the ATK of this card by 200 points for each face-up Insect-Type monster on the field. Special Summon 1 ""Insect Monster Token"" (Insect-Type/EARTH/1 Star/ATK 100/DEF 100) in Attack Position on your side of the field during the End Phase of each turn that this card destroys your opponents monster.",Monster,
Obnoxious Celtic Guard,0,Secret Rare,This card is not destroyed as a result of battle when this card battles with a monster with an ATK of 1900 or more. (Damage calculation is applied normally.),Monster,
Gilford the Lightning,0,Secret Rare,"If you Tribute Summon this card by Tributing 3 monsters, destroy all monsters on your opponents side of the field.",Monster,
Exarion Universe,0,Secret Rare,"You can only activate this effect during a Battle Step of your turn. Decrease the ATK of this card by 400 points, then during battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponents Life Points. This effect continues until the End Phase of the turn this effect is activated.",Monster,
Vorse Raider,0,Secret Rare,This wicked Beast-Warrior does every horrid thing imaginable and love it? His axe bears the marks of his countless victims.,Monster,
Dark Magician Girl,0,Secret Rare,"Increase the ATK of this card by 300 points for each ""Dark Magician"" or ""Magician of Black Chaos"" in either players Graveyard.",Monster,
Rocket Warrior,0,Secret Rare,"This effect is only activate during the Battle Phase of your turn. Battle Damage to this card and this cards controller that they take from a battle involving this card becomes 0. After damage calculation, decrease the ATK of the monster that was attacked by this card by 500 points until the end of this turn.",Monster,
Panther Warrior,0,Secret Rare,This card cannot attack unless you Tribute 1 monster on your side of the field.,Monster,
Emes the Infinity,0,Super Rare,"Each time this card destroys an opponents monster and sends it to the Graveyard as a result of battle, increase the ATK of this card by 700 points.",Monster,
D. D. Assailant,0,Super Rare,"When this card is destroyed as a result of battle with your opponents monster, remove from play both this card and the opponents monster that destroyed this card. ",Monster,
Twinheaded Beast,0,Super Rare,This card can attack twice during the same Battle Phase.,Monster,
Seiyaryu,0,Secret Rare,A mystical dragon that burns always the unworthy with its mystic flames.,Monster,
Acid Trap Hole,0,Secret Rare,"Flip 1 face-down Defense Position monster face-up. If the monsters DEF is 2000 points or less, the monster is destroyed. If the DEF is more than 2000 points, return the monster to its face-down Defense Position.",Trap,
Salamandra,0,Secret Rare,A FIRE monster equipped with this card increases its ATK by 700 points.,Spell,
Machine King,0,Super Rare,Increase the ATK of this card by 100 points for each face-up Machine-Type monster on the field.,Monster,
Restructer Revolution,0,Super Rare,Inflict 200 points of damage to your opponents Life Points for each card in your opponents hand.,Spell,
Toon Gemini Elf,0,Super Rare,"This card cannot attack during the turn it is Normal Summoned, Flip Summoned, or Special Summoned. When ""Toon World"" on the field is destroyed, this card is also destroyed. If Toon World is on your side of the field and your opponent does not control a Toon Monster, this card can attack your opponents Life Points directly. When this card inflicts Battle Damage to your opponents Life Points, your opponent discards 1 card randomly from his/her hand.",Monster,
Toon Goblin Attack Force,0,Super Rare,"This card cannot attack during the turn it is Normal Summoned, Flip Summoned, or Special Summoned. When ""Toon World"" on the field is destroyed, this card is also destroyed. If ""Toon World"" is on your side of the field and your opponent does not control a Toon Monster, this card can attack your opponents Life Points directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase and you cannot change this Battle Position until the end of your next turn.",Monster,
Acid Rain,0,Super Rare,Destroy all face-up Machine-Type monsters on the field.,Spell,
Dark Paladin,0,Secret Rare,"Dark Magician + Buster Blader 
This monster can only be Special Summoned by Fusion Summon. As long as this card remains face-up on the field, you can negate the activation of 1 Spell Card and destroy the Spell Card by discarding 1 card from your hand. The ATK of this card increases by 500 points for each Dragon-Type monster on the field and in either players Graveyard.",Monster,
Dark Sage,0,Secret Rare,"This card can only be Special Summoned from your hand or your Deck by offering 1 ""Dark Magician"" on your side of the field as a Tribute when you succeed in the effect of ""Time Wizard"". At that time, select 1 Spell Card from your Deck, add it to your hand, and then shuffle your Deck.",Monster,
Widespread Ruin,0,Secret Rare,You can only activate this card when your opponent declares an attack. Destroy 1 monster with the highest ATK among your opponents Attack Position monsters.,Trap,
Mesmeric Control,0,Super Rare,"During your opponents next turn after you activate this card, your opponent cannot change the battle position of monsters.",Spell,
"Alpha, the Magnet Warrior",0,Secret Rare,"Alpha, Beta and Gamma meld as one to form a powerful monster.",Monster,
"Beta, the Magnet Warrior",0,Secret Rare,"Alpha, Beta and Gamma meld as one to form a powerful monster.",Monster,
"Gamma, the Magnet Warrior",0,Secret Rare,"Alpha, Beta and Gamma meld as one to form a powerful monster.",Monster,
Exchange,0,Secret Rare,"Both players show their hands to each other and select 1 card from each others hand. Add the selected card to your hand and you can use it in this Duel. (When the cards are sent to the Graveyard, they are sent to the Graveyard of the original owner.)",Trap,
Graceful Dice,0,Secret Rare,Roll 1 six-sided die. The result is multiplied by 100 points and added to the ATK and DEF of all monsters you control until the end of your turn. Monsters summoned after this cards activation are excluded.,Spell,
Skull Dice,0,Secret Rare,Roll 1 six-sided die. The result is multiplied by 100 points and subtracted from the ATK and DEF of all your opponents monsters until the end of your turn. Monsters summoned after this cards activation are excluded.,Trap,
Red Eyes Black Metal Dragon,0,Secret Rare,"This card can only be Special Summoned from the Deck to the field by offering ""Red-Eyes B. Dragon"" equipped with ""Metalmorph"" as a Tribute. Your Deck is then shuffled.",Monster,
Harpies Pet Dragon,0,Secret Rare,"Increase the ATK and DEF of this card by 300 points for each face-up ""Harpie Lady"" on the field.",Monster,
MetalMorph,0,Secret Rare,"After activation, this card is used to equip a face-up monster. The monster equipped with this card increases its ATK and DEF by 300 points. When attacking with a monster equipped with this card, you can further increase its ATK by an amount equal to half the ATK of your target.",Trap,
Phantom Beast Cross-Wing,0,Super Rare,"While this card is in the Graveyard ""Gazelle the King of Mythical Beasts"" and all ""Phantom Beast"" monsters on the field gain 300 ATK.",Monster,
Phantom Beast Wild-Horn,0,Super Rare,"During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as a Battle Damage to your opponent.",Monster,
